longitude,latitude,housing_median_age,total_bedrooms,population,median_income,Ocean,Inland,Island,Near_Bay,Near_Ocean,city
-117.18,34.07,14.0,245.0,752.0,3.3924,0,1,0,0,0,141
-122.17,37.88,33.0,502.0,1348.0,7.6107,0,0,0,1,0,12
-117.69,33.6,12.0,421.0,1464.0,6.5413,1,0,0,0,0,102
-117.17,32.82,21.0,596.0,1471.0,3.0375,0,0,0,0,1,157
-122.23,40.32,10.0,426.0,1003.0,3.0833,0,1,0,0,0,140
-117.1,32.57,26.0,371.0,1221.0,4.3601,0,0,0,0,1,72
-118.38,33.84,25.0,1149.0,2637.0,5.4968,1,0,0,0,0,142
-115.59,32.69,30.0,177.0,649.0,2.5769,0,1,0,0,0,46
-122.21,38.11,31.0,604.0,1441.0,3.1768,0,0,0,1,0,199
-121.38,38.47,4.0,2282.0,6578.0,4.5604,0,1,0,0,0,151
-122.81,38.36,18.0,389.0,1131.0,5.2769,1,0,0,0,0,148
-117.19,32.8,16.0,794.0,1235.0,3.1304,0,0,0,0,1,157
-121.84,37.38,33.0,181.0,781.0,5.1082,1,0,0,0,0,161
-122.62,38.24,33.0,280.0,758.0,4.0341,1,0,0,0,0,129
-117.91,33.93,21.0,363.0,1207.0,6.2452,1,0,0,0,0,14
-118.55,34.41,8.0,3945.0,9936.0,5.8602,1,0,0,0,0,173
-122.06,37.7,37.0,310.0,821.0,4.6005,0,0,0,1,0,66
-118.26,34.06,15.0,123.0,490.0,1.4886,1,0,0,0,0,91
-117.65,34.14,16.0,287.0,949.0,8.6573,0,1,0,0,0,197
-118.65,34.18,26.0,656.0,1769.0,7.4918,1,0,0,0,0,183
-118.31,34.05,35.0,423.0,1578.0,2.5313,1,0,0,0,0,91
-117.94,33.93,14.0,232.0,1037.0,2.7125,1,0,0,0,0,76
-117.62,34.08,24.0,554.0,2064.0,4.4946,0,1,0,0,0,197
-117.33,34.03,14.0,347.0,825.0,2.8281,0,1,0,0,0,30
-118.36,34.08,52.0,488.0,848.0,2.9621,1,0,0,0,0,208
-117.39,34.07,26.0,277.0,664.0,3.0278,0,1,0,0,0,144
-122.41,37.76,52.0,515.0,1816.0,3.0774,0,0,0,1,0,159
-117.92,34.07,36.0,207.0,658.0,4.7708,1,0,0,0,0,207
-118.38,33.83,40.0,570.0,1264.0,5.1626,1,0,0,0,0,182
-121.5,38.57,41.0,344.0,807.0,1.4712,0,1,0,0,0,151
-117.99,33.77,29.0,267.0,922.0,3.1902,1,0,0,0,0,210
-118.3,33.98,48.0,445.0,1208.0,1.6611,1,0,0,0,0,74
-117.25,34.07,21.0,706.0,2140.0,2.4432,0,1,0,0,0,153
-118.25,34.15,20.0,1027.0,1729.0,3.0441,1,0,0,0,0,62
-117.19,34.07,40.0,500.0,1772.0,2.189,0,1,0,0,0,141
-121.32,38.57,15.0,499.0,1733.0,5.31,0,1,0,0,0,151
-122.0,37.98,35.0,201.0,535.0,4.9219,0,1,0,0,0,32
-118.01,33.82,31.0,380.0,1356.0,4.0625,1,0,0,0,0,186
-117.19,34.06,37.0,348.0,1316.0,1.448,0,1,0,0,0,141
-121.22,38.78,8.0,514.0,1312.0,6.3914,0,1,0,0,0,150
-117.15,32.8,27.0,537.0,1211.0,2.75,0,0,0,0,1,157
-117.05,32.59,16.0,929.0,3073.0,3.0495,0,0,0,0,1,72
-118.19,33.98,34.0,286.0,1058.0,2.6042,1,0,0,0,0,8
-118.08,33.95,32.0,387.0,1274.0,4.8304,1,0,0,0,0,130
-117.75,34.08,33.0,194.0,600.0,4.0368,0,1,0,0,0,135
-119.0,35.39,42.0,516.0,1203.0,3.7708,0,1,0,0,0,6
-121.31,38.66,26.0,245.0,751.0,4.7381,0,1,0,0,0,150
-118.38,34.19,30.0,264.0,736.0,1.9866,1,0,0,0,0,16
-119.68,36.32,26.0,121.0,268.0,1.7596,0,1,0,0,0,64
-117.05,32.78,37.0,178.0,529.0,4.7941,1,0,0,0,0,77
-118.49,34.27,34.0,815.0,2521.0,5.5714,1,0,0,0,0,173
-118.18,34.16,34.0,746.0,1699.0,9.4987,1,0,0,0,0,128
-117.86,34.14,33.0,363.0,1098.0,6.2089,0,1,0,0,0,63
-117.09,32.64,30.0,862.0,2126.0,2.507,0,0,0,0,1,27
-124.15,40.88,33.0,506.0,1165.0,1.725,0,0,0,0,1,50
-118.37,34.07,44.0,663.0,1045.0,3.201,1,0,0,0,0,208
-117.03,34.91,27.0,583.0,1472.0,2.825,0,1,0,0,0,201
-122.47,37.72,43.0,199.0,434.0,2.5333,0,0,0,0,1,40
-118.39,34.12,29.0,1012.0,2184.0,8.2816,1,0,0,0,0,208
-122.33,38.38,28.0,169.0,504.0,4.5694,0,1,0,0,0,112
-117.24,34.13,24.0,310.0,594.0,1.1522,0,1,0,0,0,69
-121.28,38.7,15.0,1051.0,2868.0,3.7813,0,1,0,0,0,150
-121.94,37.42,16.0,788.0,1910.0,4.7049,1,0,0,0,0,101
-118.4,33.88,42.0,341.0,634.0,6.2356,1,0,0,0,0,94
-118.09,34.09,36.0,246.0,949.0,2.3462,1,0,0,0,0,160
-119.06,34.36,52.0,320.0,934.0,1.8618,1,0,0,0,0,177
-118.13,34.69,34.0,397.0,1269.0,2.75,0,1,0,0,0,83
-122.39,40.6,22.0,489.0,1021.0,1.4125,0,1,0,0,0,140
-122.04,38.25,37.0,291.0,648.0,2.7167,0,1,0,0,0,51
-117.58,33.65,4.0,498.0,815.0,3.375,1,0,0,0,0,102
-119.79,36.55,32.0,276.0,999.0,2.0216,0,1,0,0,0,57
-116.91,33.71,19.0,1164.0,2703.0,3.1591,0,1,0,0,0,67
-121.43,37.74,52.0,170.0,426.0,3.0865,0,1,0,0,0,192
-122.48,37.74,52.0,508.0,1056.0,3.6859,0,0,0,0,1,40
-118.19,34.06,47.0,658.0,3020.0,1.1868,1,0,0,0,0,91
-117.31,33.17,7.0,312.0,809.0,5.552,0,0,0,0,1,20
-118.52,34.36,5.0,712.0,2024.0,5.8703,1,0,0,0,0,173
-117.72,34.02,17.0,262.0,860.0,6.5958,0,1,0,0,0,26
-121.4,38.59,18.0,624.0,1181.0,2.0432,0,1,0,0,0,151
-117.29,34.11,35.0,715.0,1920.0,1.5561,0,1,0,0,0,153
-122.01,37.06,19.0,767.0,2006.0,5.1121,0,0,0,0,1,174
-117.96,33.66,19.0,744.0,2302.0,7.5699,1,0,0,0,0,70
-118.14,34.02,42.0,458.0,1825.0,1.4178,1,0,0,0,0,106
-118.34,34.06,52.0,310.0,707.0,3.4812,1,0,0,0,0,208
-122.39,37.76,52.0,468.0,1047.0,4.5057,0,0,0,1,0,159
-122.27,37.85,52.0,426.0,875.0,1.5817,0,0,0,1,0,12
-116.98,32.75,25.0,662.0,1905.0,4.375,1,0,0,0,0,77
-122.47,37.76,52.0,489.0,1170.0,4.0793,0,0,0,1,0,159
-122.43,37.72,49.0,696.0,2363.0,3.6885,0,0,0,1,0,40
-120.72,38.38,9.0,347.0,806.0,2.525,0,1,0,0,0,52
-117.96,34.0,34.0,540.0,1954.0,4.5163,1,0,0,0,0,79
-119.53,37.34,26.0,702.0,571.0,2.3482,0,1,0,0,0,29
-122.05,37.34,31.0,215.0,627.0,6.6087,1,0,0,0,0,38
-117.42,34.06,27.0,495.0,1305.0,2.9107,0,1,0,0,0,53
-116.76,33.46,6.0,268.0,544.0,3.0694,0,1,0,0,0,189
-117.07,32.71,26.0,823.0,2822.0,2.8372,0,0,0,0,1,113
-117.68,34.15,24.0,189.0,486.0,4.1719,0,1,0,0,0,197
-118.17,34.87,9.0,293.0,761.0,3.0184,0,1,0,0,0,83
-117.28,34.12,47.0,611.0,1653.0,1.3973,0,1,0,0,0,153
-121.39,38.62,27.0,1487.0,2334.0,2.2844,0,1,0,0,0,151
-117.5,33.95,29.0,153.0,711.0,4.8214,0,1,0,0,0,147
-122.31,37.56,36.0,340.0,952.0,4.7917,0,0,0,0,1,166
-122.1,37.65,31.0,327.0,796.0,4.4427,0,0,0,1,0,66
-121.23,38.69,19.0,849.0,2357.0,3.9226,0,1,0,0,0,52
-117.32,34.1,27.0,461.0,1737.0,3.1213,0,1,0,0,0,153
-117.33,33.21,17.0,300.0,424.0,2.2882,0,0,0,0,1,119
-118.49,34.18,31.0,674.0,1486.0,4.8984,1,0,0,0,0,13
-122.45,37.9,30.0,717.0,1292.0,8.4888,0,0,0,1,0,145
-120.64,37.38,21.0,637.0,2268.0,2.567,0,1,0,0,0,100
-117.17,32.77,6.0,875.0,1547.0,4.5481,0,0,0,0,1,157
-121.42,38.64,42.0,382.0,1069.0,1.8611,0,1,0,0,0,151
-117.91,33.65,24.0,321.0,590.0,2.625,1,0,0,0,0,35
-117.66,33.5,16.0,346.0,862.0,4.4732,1,0,0,0,0,162
-117.34,34.49,9.0,585.0,1678.0,3.2941,0,1,0,0,0,201
-118.09,33.74,44.0,390.0,871.0,4.6369,0,0,0,0,1,181
-117.88,34.1,32.0,621.0,1696.0,4.2685,1,0,0,0,0,36
-122.55,38.0,18.0,803.0,1395.0,3.9265,0,0,0,1,0,168
-119.03,35.33,21.0,698.0,1627.0,2.7083,0,1,0,0,0,6
-119.25,36.56,35.0,373.0,1131.0,1.6722,0,1,0,0,0,202
-122.13,37.44,43.0,440.0,1088.0,9.1508,0,0,0,1,0,126
-122.59,38.44,14.0,390.0,505.0,3.183,1,0,0,0,0,178
-118.34,34.15,16.0,377.0,625.0,4.0893,1,0,0,0,0,16
-117.01,32.73,22.0,530.0,1556.0,2.8646,0,0,0,0,1,85
-121.48,39.05,40.0,41.0,151.0,4.5625,0,1,0,0,0,214
-118.61,34.38,2.0,883.0,1787.0,6.6916,0,1,0,0,0,173
-117.69,33.6,19.0,439.0,1584.0,6.4211,1,0,0,0,0,102
-118.51,34.43,15.0,1258.0,3733.0,6.1082,1,0,0,0,0,173
-117.77,34.07,29.0,662.0,2452.0,3.0638,0,1,0,0,0,135
-122.24,37.76,52.0,581.0,1128.0,3.0718,0,0,0,1,0,0
-118.22,34.14,52.0,271.0,735.0,3.7404,1,0,0,0,0,62
-118.31,34.16,37.0,446.0,860.0,3.9464,1,0,0,0,0,16
-122.06,37.6,18.0,276.0,1186.0,5.3226,0,0,0,1,0,196
-118.55,34.21,35.0,490.0,1427.0,5.0623,1,0,0,0,0,173
-121.93,36.63,41.0,198.0,428.0,4.3571,0,0,0,0,1,107
-120.97,37.73,19.0,543.0,1412.0,5.7476,0,1,0,0,0,103
-118.28,33.81,29.0,508.0,2046.0,5.2034,1,0,0,0,0,21
-122.43,37.79,52.0,938.0,1319.0,4.3986,0,0,0,1,0,159
-118.42,33.85,43.0,477.0,799.0,5.0322,0,0,0,0,1,142
-115.52,33.13,18.0,283.0,1006.0,2.163,0,1,0,0,0,46
-122.43,37.81,52.0,942.0,1297.0,4.6781,0,0,0,1,0,159
-122.6,38.0,21.0,462.0,1100.0,4.1098,1,0,0,0,0,168
-118.42,34.16,17.0,70.0,119.0,4.0208,1,0,0,0,0,208
-122.1,37.66,35.0,142.0,480.0,3.875,0,0,0,1,0,66
-122.02,37.98,40.0,401.0,756.0,2.8456,0,0,0,1,0,32
-121.51,38.51,33.0,439.0,1085.0,5.5208,0,1,0,0,0,209
-117.15,33.45,4.0,1413.0,3886.0,4.6904,1,0,0,0,0,189
-118.54,34.21,32.0,566.0,1596.0,3.9886,1,0,0,0,0,13
-117.21,33.17,16.0,361.0,1446.0,3.75,1,0,0,0,0,203
-122.03,38.3,5.0,199.0,713.0,6.6779,0,1,0,0,0,51
-119.09,34.22,8.0,10.0,309.0,4.0208,0,0,0,0,1,18
-118.28,34.04,24.0,545.0,1932.0,1.2969,1,0,0,0,0,91
-117.32,33.17,18.0,299.0,828.0,4.2383,0,0,0,0,1,20
-124.09,40.92,12.0,491.0,1153.0,2.8182,0,0,0,0,1,50
-117.13,32.58,27.0,373.0,814.0,2.3603,0,0,0,0,1,72
-117.4,34.11,14.0,347.0,1443.0,4.2121,0,1,0,0,0,144
-122.39,37.72,45.0,570.0,1923.0,3.6607,0,0,0,1,0,159
-118.15,34.14,52.0,117.0,361.0,1.625,1,0,0,0,0,128
-117.88,33.88,15.0,360.0,615.0,3.0263,1,0,0,0,0,132
-119.45,35.15,33.0,964.0,2293.0,3.1592,0,1,0,0,0,6
-117.27,33.19,8.0,289.0,663.0,2.724,0,0,0,0,1,203
-118.39,34.14,19.0,1034.0,2021.0,5.5683,1,0,0,0,0,208
-121.82,38.01,47.0,254.0,587.0,2.6364,0,1,0,0,0,3
-122.73,38.47,16.0,391.0,994.0,3.7266,1,0,0,0,0,178
-117.88,33.96,16.0,3079.0,10988.0,5.5469,1,0,0,0,0,14
-119.78,36.72,22.0,121.0,530.0,2.1458,0,1,0,0,0,57
-121.88,37.28,33.0,529.0,1288.0,4.1554,1,0,0,0,0,19
-121.23,37.81,15.0,537.0,1886.0,4.2431,0,1,0,0,0,95
-118.23,33.97,44.0,715.0,2962.0,2.6951,1,0,0,0,0,71
-122.47,37.89,23.0,1736.0,3895.0,7.2905,0,0,0,1,0,168
-115.54,32.97,41.0,454.0,1188.0,3.0091,0,1,0,0,0,46
-122.06,37.38,20.0,766.0,1227.0,4.8625,0,0,0,1,0,111
-121.29,38.01,2.0,1116.0,3327.0,4.4871,0,1,0,0,0,187
-117.81,33.67,9.0,299.0,675.0,5.2124,1,0,0,0,0,75
-118.05,33.9,41.0,129.0,642.0,1.875,1,0,0,0,0,116
-120.56,38.48,14.0,702.0,946.0,3.4609,0,1,0,0,0,52
-122.41,37.77,52.0,276.0,582.0,3.4671,0,0,0,1,0,159
-122.54,37.88,30.0,732.0,1775.0,6.7809,0,0,0,1,0,168
-118.39,33.86,28.0,764.0,1735.0,6.1404,1,0,0,0,0,142
-117.2,32.85,26.0,549.0,980.0,2.4207,0,0,0,0,1,157
-117.27,34.15,35.0,253.0,705.0,3.3616,0,1,0,0,0,153
-119.18,34.15,22.0,1366.0,5534.0,2.4167,0,0,0,0,1,122
-120.64,35.26,21.0,716.0,1862.0,2.1507,0,0,0,0,1,164
-120.79,37.41,35.0,466.0,1730.0,2.2071,0,1,0,0,0,194
-121.02,36.94,33.0,313.0,880.0,2.5074,0,1,0,0,0,61
-118.45,34.27,35.0,300.0,1012.0,5.1296,1,0,0,0,0,173
-120.41,36.77,24.0,312.0,1180.0,1.947,0,1,0,0,0,93
-117.51,34.0,36.0,746.0,2258.0,3.2067,0,1,0,0,0,147
-117.48,33.93,31.0,459.0,1564.0,2.6776,0,1,0,0,0,147
-119.45,36.59,28.0,215.0,572.0,3.825,0,1,0,0,0,202
-117.87,33.84,17.0,410.0,1224.0,5.1182,1,0,0,0,0,132
-117.76,33.94,40.0,213.0,457.0,5.1165,1,0,0,0,0,213
-115.56,32.8,15.0,328.0,1024.0,1.3882,0,1,0,0,0,46
-122.28,37.81,17.0,289.0,609.0,1.5,0,0,0,1,0,118
-118.27,34.11,39.0,916.0,1378.0,4.4094,1,0,0,0,0,62
-118.33,34.11,38.0,1100.0,1939.0,2.2148,1,0,0,0,0,208
-118.47,34.2,20.0,1143.0,2475.0,2.9025,1,0,0,0,0,16
-117.66,34.08,33.0,590.0,1773.0,3.9227,0,1,0,0,0,120
-118.08,33.81,20.0,937.0,2292.0,7.6084,1,0,0,0,0,90
-122.64,41.73,36.0,664.0,1492.0,1.8694,0,1,0,0,0,140
-121.97,38.03,17.0,685.0,1939.0,3.7043,0,1,0,0,0,131
-121.29,37.89,26.0,27.0,1542.0,5.7485,0,1,0,0,0,187
-121.92,36.61,21.0,340.0,834.0,2.4922,0,0,0,0,1,107
-121.81,37.32,26.0,511.0,2677.0,4.1165,1,0,0,0,0,161
-119.82,36.78,36.0,289.0,812.0,2.6127,0,1,0,0,0,57
-122.01,37.56,24.0,485.0,1174.0,3.8179,0,0,0,1,0,56
-122.03,37.87,21.0,447.0,1396.0,8.2673,0,0,0,1,0,205
-118.21,33.9,43.0,357.0,1335.0,3.1189,1,0,0,0,0,31
-122.02,37.92,26.0,640.0,1872.0,7.4713,0,0,0,1,0,205
-121.96,37.25,35.0,169.0,484.0,6.1648,1,0,0,0,0,19
-120.76,37.73,16.0,241.0,732.0,3.5833,0,1,0,0,0,23
-121.95,37.27,17.0,271.0,408.0,1.7171,1,0,0,0,0,19
-118.4,34.14,52.0,281.0,595.0,6.0678,1,0,0,0,0,208
-117.17,32.69,19.0,802.0,1159.0,4.7891,0,0,0,0,1,34
-122.28,37.9,49.0,516.0,1148.0,6.3538,0,0,0,1,0,12
-118.17,33.9,12.0,993.0,3215.0,2.8681,1,0,0,0,0,127
-118.26,34.06,42.0,1282.0,3974.0,1.5854,1,0,0,0,0,91
-118.06,33.99,38.0,178.0,484.0,4.375,1,0,0,0,0,211
-117.92,33.64,24.0,695.0,1623.0,3.0708,1,0,0,0,0,35
-119.29,36.31,14.0,377.0,1278.0,5.1896,0,1,0,0,0,202
-117.33,34.06,36.0,157.0,625.0,2.0242,0,1,0,0,0,30
-118.47,34.06,45.0,433.0,916.0,9.4664,1,0,0,0,0,176
-122.12,37.12,51.0,485.0,1078.0,2.7933,0,0,0,0,1,174
-118.02,33.85,31.0,329.0,1030.0,5.3416,1,0,0,0,0,15
-120.19,37.53,25.0,341.0,706.0,1.7614,0,1,0,0,0,100
-118.41,34.24,38.0,101.0,402.0,3.125,1,0,0,0,0,16
-119.75,36.74,39.0,351.0,1098.0,1.8958,0,1,0,0,0,57
-118.08,33.91,36.0,297.0,1100.0,5.1187,1,0,0,0,0,116
-122.63,38.26,7.0,1390.0,3551.0,4.6069,1,0,0,0,0,129
-117.72,34.07,33.0,740.0,2580.0,3.7321,0,1,0,0,0,105
-118.44,34.05,20.0,1538.0,2492.0,4.1141,1,0,0,0,0,13
-121.8,37.32,20.0,476.0,2228.0,5.6817,1,0,0,0,0,161
-118.02,33.79,23.0,1030.0,3281.0,6.1142,1,0,0,0,0,186
-118.23,34.13,48.0,166.0,462.0,3.5893,1,0,0,0,0,62
-118.01,33.76,35.0,349.0,1249.0,3.9855,1,0,0,0,0,210
-121.0,37.71,52.0,23.0,35.0,2.25,0,1,0,0,0,103
-122.29,37.51,35.0,520.0,1374.0,6.1004,0,0,0,0,1,11
-122.16,37.72,10.0,601.0,877.0,3.3431,0,0,0,1,0,163
-118.43,33.99,45.0,451.0,1190.0,3.8021,1,0,0,0,0,37
-119.67,36.33,19.0,244.0,850.0,2.9375,0,1,0,0,0,64
-117.44,34.45,6.0,1137.0,3094.0,3.5167,0,1,0,0,0,68
-117.92,34.03,35.0,306.0,1285.0,3.9219,1,0,0,0,0,79
-117.21,32.86,26.0,202.0,654.0,5.3693,0,0,0,0,1,157
-117.84,33.84,23.0,864.0,2526.0,4.5217,1,0,0,0,0,132
-121.59,39.39,22.0,482.0,1284.0,2.1776,0,1,0,0,0,214
-122.26,37.83,52.0,420.0,718.0,2.6768,0,0,0,1,0,118
-117.25,33.08,13.0,465.0,1311.0,7.5402,0,0,0,0,1,48
-121.89,37.66,3.0,464.0,769.0,2.1187,0,1,0,0,0,134
-117.13,32.76,27.0,695.0,1235.0,1.9392,0,0,0,0,1,157
-118.14,34.1,27.0,1013.0,2411.0,3.108,1,0,0,0,0,1
-117.87,33.59,44.0,396.0,910.0,6.6544,1,0,0,0,0,115
-119.05,35.33,18.0,2685.0,7009.0,2.9438,0,1,0,0,0,6
-118.29,33.9,42.0,309.0,1203.0,4.4636,1,0,0,0,0,60
-120.43,34.87,21.0,329.0,1094.0,4.6648,1,0,0,0,0,175
-121.24,36.34,33.0,308.0,792.0,2.6648,1,0,0,0,0,152
-117.82,33.81,30.0,345.0,1182.0,6.0705,1,0,0,0,0,121
-118.2,34.04,47.0,408.0,1629.0,3.7619,1,0,0,0,0,91
-120.51,37.32,13.0,477.0,1108.0,2.3099,0,1,0,0,0,100
-121.92,38.37,26.0,413.0,933.0,2.7051,0,1,0,0,0,198
-120.72,38.57,8.0,185.0,427.0,2.6833,0,1,0,0,0,52
-118.31,33.96,52.0,460.0,1167.0,3.0625,1,0,0,0,0,74
-122.44,37.7,6.0,664.0,1705.0,4.9318,0,0,0,0,1,40
-117.23,32.81,22.0,429.0,1083.0,8.1844,0,0,0,0,1,157
-122.67,38.43,17.0,400.0,895.0,3.2813,1,0,0,0,0,178
-121.2,38.66,17.0,217.0,732.0,5.47,0,1,0,0,0,52
-118.09,34.05,22.0,357.0,1379.0,3.5357,1,0,0,0,0,108
-122.4,37.6,30.0,1134.0,2558.0,3.5817,0,0,0,0,1,17
-121.77,36.91,8.0,750.0,2580.0,2.8348,1,0,0,0,0,206
-117.89,33.61,45.0,419.0,653.0,4.2222,1,0,0,0,0,115
-118.22,33.86,16.0,1489.0,3944.0,5.1948,1,0,0,0,0,31
-121.48,38.57,38.0,324.0,596.0,1.78,0,1,0,0,0,151
-119.71,34.42,52.0,692.0,851.0,1.4851,1,0,0,0,0,171
-117.88,33.9,15.0,478.0,759.0,3.5333,1,0,0,0,0,14
-122.33,37.95,22.0,569.0,1135.0,2.1915,0,0,0,1,0,167
-121.82,37.23,25.0,394.0,1266.0,4.9688,1,0,0,0,0,19
-117.55,33.88,19.0,618.0,2143.0,2.2372,0,1,0,0,0,33
-122.29,37.88,48.0,490.0,1034.0,3.1065,0,0,0,1,0,12
-118.29,33.94,34.0,278.0,995.0,2.3352,1,0,0,0,0,60
-118.25,33.89,34.0,288.0,1183.0,2.6812,1,0,0,0,0,31
-122.31,37.91,31.0,348.0,681.0,2.7243,0,0,0,1,0,145
-121.01,37.25,16.0,458.0,1135.0,2.7316,0,1,0,0,0,194
-121.34,38.61,11.0,404.0,722.0,2.0926,0,1,0,0,0,151
-117.85,33.9,20.0,648.0,1997.0,5.5918,1,0,0,0,0,132
-122.28,37.83,52.0,390.0,901.0,1.4103,0,0,0,1,0,118
-118.38,33.81,36.0,148.0,329.0,10.5045,0,0,0,0,1,182
-119.81,34.45,24.0,567.0,1554.0,6.5173,0,0,0,0,1,171
-117.9,34.08,32.0,1251.0,3426.0,3.2943,1,0,0,0,0,36
-118.65,34.18,27.0,339.0,1016.0,4.925,1,0,0,0,0,183
-117.24,32.79,20.0,278.0,525.0,3.1838,0,0,0,0,1,157
-122.09,37.67,48.0,305.0,673.0,2.3357,0,0,0,1,0,66
-122.24,37.76,52.0,516.0,979.0,3.4762,0,0,0,1,0,0
-122.32,37.69,48.0,122.0,340.0,5.966,0,0,0,1,0,185
-117.25,32.8,35.0,506.0,1005.0,4.2296,0,0,0,0,1,157
-119.69,36.83,28.0,350.0,898.0,3.1814,0,1,0,0,0,29
-117.97,33.76,18.0,399.0,1301.0,3.1771,1,0,0,0,0,210
-118.37,34.09,38.0,1295.0,1690.0,3.0156,1,0,0,0,0,208
-118.08,33.76,27.0,159.0,193.0,2.0952,1,0,0,0,0,181
-118.14,34.7,12.0,614.0,1071.0,1.2532,0,1,0,0,0,83
-117.57,33.93,3.0,151.0,519.0,7.5408,0,1,0,0,0,33
-118.38,33.81,20.0,306.0,703.0,8.5491,0,0,0,0,1,182
-122.45,37.71,49.0,442.0,1948.0,4.7639,0,0,0,0,1,40
-119.33,36.28,16.0,527.0,1077.0,2.125,0,1,0,0,0,202
-117.62,33.42,27.0,266.0,460.0,3.1029,0,0,0,0,1,156
-118.08,33.77,26.0,562.0,971.0,2.1944,1,0,0,0,0,181
-117.1,32.69,37.0,340.0,1369.0,2.2102,0,0,0,0,1,113
-118.3,33.93,35.0,356.0,1216.0,1.2,1,0,0,0,0,60
-118.2,33.94,45.0,408.0,1705.0,4.0441,1,0,0,0,0,92
-122.0,37.3,28.0,1011.0,2588.0,5.357,1,0,0,0,0,38
-118.36,33.93,19.0,918.0,2033.0,2.6961,1,0,0,0,0,65
-117.31,33.18,16.0,430.0,599.0,2.0147,0,0,0,0,1,20
-118.41,34.17,35.0,428.0,879.0,4.692,1,0,0,0,0,16
-122.11,37.89,32.0,516.0,1067.0,4.3235,0,0,0,1,0,205
-122.46,37.79,52.0,416.0,999.0,3.7419,0,0,0,1,0,159
-118.2,34.06,46.0,101.0,401.0,2.1029,1,0,0,0,0,91
-120.54,37.68,18.0,76.0,189.0,1.2273,0,1,0,0,0,194
-117.93,33.62,37.0,428.0,807.0,7.0516,1,0,0,0,0,115
-122.53,37.93,37.0,352.0,648.0,4.125,0,0,0,1,0,168
-117.07,32.73,18.0,656.0,1149.0,2.6452,0,0,0,0,1,85
-117.76,34.07,51.0,394.0,1173.0,2.3156,0,1,0,0,0,135
-121.83,37.32,26.0,210.0,943.0,4.825,1,0,0,0,0,161
-118.29,34.09,52.0,322.0,984.0,1.9063,1,0,0,0,0,91
-119.13,35.22,5.0,1003.0,3269.0,5.1457,0,1,0,0,0,6
-120.45,34.96,11.0,280.0,1158.0,2.5556,1,0,0,0,0,175
-118.14,33.78,42.0,488.0,940.0,3.4107,0,0,0,0,1,90
-122.24,38.01,11.0,565.0,1949.0,5.7862,0,0,0,1,0,97
-122.17,37.71,38.0,200.0,481.0,3.244,0,0,0,1,0,163
-118.24,33.91,38.0,152.0,721.0,1.875,1,0,0,0,0,31
-118.31,34.2,36.0,263.0,778.0,5.0865,1,0,0,0,0,16
-122.33,37.96,46.0,236.0,819.0,3.9118,0,0,0,1,0,167
-122.12,37.28,21.0,64.0,149.0,5.8691,1,0,0,0,0,180
-121.42,37.73,2.0,393.0,883.0,5.9934,0,1,0,0,0,192
-117.04,32.8,11.0,440.0,630.0,2.0337,1,0,0,0,0,77
-119.08,35.39,10.0,1040.0,3242.0,5.575,0,1,0,0,0,6
-117.01,32.67,17.0,348.0,1125.0,5.551,0,0,0,0,1,27
-121.99,37.4,24.0,689.0,1196.0,3.4896,1,0,0,0,0,188
-122.0,37.34,31.0,620.0,1604.0,5.2108,1,0,0,0,0,38
-121.29,37.96,50.0,558.0,1340.0,1.3191,0,1,0,0,0,187
-122.05,37.05,41.0,502.0,915.0,4.1679,0,0,0,0,1,174
-117.26,32.81,30.0,346.0,577.0,2.3284,0,0,0,0,1,157
-117.59,33.43,14.0,484.0,1230.0,6.5964,0,0,0,0,1,156
-122.44,37.75,21.0,1247.0,2304.0,4.5469,0,0,0,1,0,159
-118.11,33.86,35.0,252.0,685.0,4.2,1,0,0,0,0,82
-118.12,33.83,44.0,314.0,691.0,4.3594,1,0,0,0,0,82
-118.4,34.28,16.0,1480.0,6161.0,3.3304,1,0,0,0,0,16
-117.08,32.64,11.0,533.0,947.0,1.6806,0,0,0,0,1,27
-117.17,32.79,44.0,647.0,3009.0,2.2663,0,0,0,0,1,157
-117.03,32.69,8.0,397.0,1784.0,4.5662,0,0,0,0,1,85
-121.99,37.54,28.0,507.0,1772.0,5.3283,1,0,0,0,0,56
-120.21,36.98,21.0,303.0,861.0,2.6012,0,1,0,0,0,93
-121.78,36.92,19.0,253.0,975.0,4.3906,1,0,0,0,0,206
-122.07,37.65,31.0,790.0,2181.0,3.016,0,0,0,1,0,66
-117.81,35.65,19.0,290.0,598.0,1.8984,0,1,0,0,0,146
-121.85,37.72,43.0,40.0,83.0,10.3203,0,1,0,0,0,134
-116.5,33.69,20.0,1074.0,1304.0,2.25,0,1,0,0,0,22
-117.2,34.46,7.0,1584.0,5146.0,3.2794,0,1,0,0,0,68
-117.44,34.09,24.0,831.0,2541.0,2.3682,0,1,0,0,0,53
-122.49,38.32,17.0,720.0,1587.0,3.2727,1,0,0,0,0,129
-117.9,33.85,35.0,328.0,1026.0,3.6,1,0,0,0,0,2
-118.98,36.06,33.0,443.0,1497.0,2.343,0,1,0,0,0,136
-116.92,32.81,17.0,394.0,836.0,1.6686,1,0,0,0,0,45
-117.86,33.9,25.0,409.0,1291.0,7.2478,1,0,0,0,0,132
-122.17,37.77,31.0,533.0,1360.0,1.871,0,0,0,1,0,163
